event_id,name,artist_ids,art_forms,genres,language,city,venue,style,mood_tags,festival,festivals,event_type,date,capacity,ticket_price,status
E0095,Evening with Yashodha Senanayake,['A0083'],['music'],['classical_vocal'],['sinhala'],chilaw,Kandy Lake Club,['traditional'],['religious_reverence'],,[],competition,2026-06-03T22:51:08.460716,50,3000,upcoming
E0096,Evening with Nuwan Herath,"['A0010', 'A0067']","['dance', 'music']","['raban_music', 'vannam_dance', 'background_scores']",['sinhala'],matale,Temple Trees Grounds,['traditional'],"['intense', 'rural_village', 'tense']",,[],competition,2026-09-18T22:51:08.460732,1000,500,upcoming
E0097,Night of Dilshan Fernando,['A0005'],['dance'],['naiyandi'],['sinhala'],kandy,Kandy Lake Club,['traditional'],"['peaceful', 'heartbreak']",,[],exhibition,2026-10-26T22:51:08.460744,100,500,upcoming
E0098,Evening with Ruwan Kumar,['A0091'],['dance'],"['theatrical_dance', 'harvest_dances', 'village_festival_dances']",['sinhala'],jaffna,BMICH (Bandaranaike Memorial International Conference Hall),['contemporary'],"['danceable', 'joyful', 'psychological']",,[],workshop,2026-07-28T22:51:08.460756,200,3000,upcoming
E0099,Live Thiru Bandara,['A0023'],['dance'],"['wedding_dances', 'village_festival_dances', 'new_year_dances']",['tamil'],trincomalee,Independence Square,['contemporary'],"['spiritual', 'sacred', 'political_intensity']",,[],performance,2026-05-11T22:51:08.460768,1000,1000,upcoming
E0100,Night of Amila Samaraweera,['A0063'],['film'],"['ancient_sri_lanka', 'biographical']",['sinhala'],anuradhapura,Colombo Racecourse,['contemporary'],"['rebel', 'energetic', 'urban_street']",,[],ritual_ceremony,2026-05-12T22:51:08.460779,1000,1500,upcoming
E0101,Live Ruwan Gunasekara,['A0084'],['drama'],"['physical_theatre', 'immersive_theatre']",['english'],ampara,Kelaniya Raja Maha Vihara,"['contemporary', 'fusion']","['tense', 'thriller_tension', 'heartbreak']",,[],workshop,2026-08-23T22:51:08.460790,500,0,upcoming
E0102,Live Dinesh Dissanayake,['A0070'],['film'],['colonial_era'],['sinhala'],matale,Lumbini Theatre (Havelock Town),['contemporary'],"['fierce', 'romantic_longing']",,[],festival,2026-10-18T22:51:08.460802,1000,0,upcoming
E0103,Celebration of W.D. Amaradeva,['A0007'],['dance'],['hip_hop_dance'],"['english', 'sinhala']",chilaw,Paradise Road Gallery,['contemporary'],"['rebel', 'energetic', 'urban_street']",,[],exhibition,2026-05-20T22:51:08.460819,100,0,upcoming
E0104,Celebration of Sachini Kumara,['A0011'],['dance'],"['wedding_dances', 'locking']",['sinhala'],nuwara_eliya,BMICH (Bandaranaike Memorial International Conference Hall),['contemporary'],"['devotional', 'ceremonial', 'war_tension']",,[],concert,2026-08-25T22:51:08.460863,100,500,upcoming
E0105,Celebration of Anusha Kumara,"['A0088', 'A0089']","['film', 'music']","['colonial_era', 'alternative_rock', 'tamil_rock', 'sinhala_rap', 'ancient_sri_lanka']","['tamil', 'sinhala']",ampara,Cinnamon Lakeside Ballroom,['contemporary'],"['rebel', 'satirical', 'urban_street']",,[],festival,2026-10-01T22:51:08.460877,100,500,upcoming
E0106,Live Sachini Kumara,"['A0011', 'A0098', 'A0038']","['film', 'drama', 'dance']","['wedding_dances', 'literary_adaptation', 'political_theatre', 'kolam_theatre', 'avant_garde', 'locking', 'hindu_mythology', 'sokari']",['sinhala'],nuwara_eliya,Royal College Main Hall,"['contemporary', 'traditional', 'fusion']","['devotional', 'dramatic', 'romantic']",,[],exhibition,2026-05-28T22:51:08.460892,500,2000,upcoming
E0107,Evening with Iraj Weeraratne,['A0017'],['dance'],"['devil_dance', 'kolam_dance', 'drum_centered']",['english'],hambantota,Independence Square,['contemporary'],['expressive'],,[],competition,2026-07-20T22:51:08.460904,200,2000,upcoming
E0108,Live Kamala Jayasuriya,['A0089'],['film'],"['ancient_sri_lanka', 'colonial_era']",['tamil'],kilinochchi,Anuradhapura Cultural Centre,['contemporary'],"['satirical', 'emotional']",,[],festival,2026-05-25T22:51:08.460915,50,1000,upcoming
E0109,Celebration of Anusha Kumara,['A0088'],['music'],"['alternative_rock', 'tamil_rock', 'sinhala_rap']",['sinhala'],ampara,Cinnamon Lakeside Ballroom,['contemporary'],"['rebel', 'energetic', 'urban_street']",,[],ritual_ceremony,2026-07-23T22:51:08.460928,500,2000,upcoming
E0110,Evening with Shehan Gunawardena,['A0073'],['music'],"['metal', 'alternative_rock', 'film_songs']","['english', 'sinhala']",ambalangoda,Sri Lanka Foundation Institute,['contemporary'],"['urban_street', 'ceremonial']",,[],exhibition,2026-06-13T22:51:08.460940,1000,2000,upcoming
E0111,Celebration of Thilini De Silva,['A0080'],['music'],['sinhala_rock'],['sinhala'],matale,Dalada Maligawa (Temple of the Tooth),['contemporary'],"['rhythmic', 'mysterious', 'satirical']",,[],workshop,2026-06-26T22:51:08.460951,1000,500,upcoming
E0112,Evening with Chitrasena,"['A0000', 'A0015', 'A0003']","['film', 'dance']","['sanni_yakuma', 'colonial_era', 'supernatural_horror', 'biographical', 'kolam_dance']","['english', 'tamil', 'sinhala']",badulla,Colombo University Arts Theatre,['contemporary'],"['rebel', 'energetic', 'sad']",,[],competition,2026-07-03T22:51:08.460965,1000,1500,upcoming
E0113,Celebration of Lakshman Gunasekara,['A0044'],['drama'],['sokari'],['sinhala'],badulla,Galle International Cricket Stadium,['traditional'],['festive'],,[],ritual_ceremony,2026-05-13T22:51:08.460977,2000,500,upcoming
E0114,Live Tharindu De Silva,['A0008'],['music'],"['traditional_baila', 'party_baila']",['sinhala'],jaffna,Navarangahala (Borella),['contemporary'],"['energetic', 'celebratory', 'party']",,[],exhibition,2026-09-17T22:51:08.460989,1000,1000,upcoming
E0115,Night of Vindya Jayasuriya,['A0042'],['dance'],"['ves_dance', 'uddekki']",['sinhala'],nuwara_eliya,Ladies' College Auditorium,['traditional'],"['rhythmic', 'serious', 'cultural_pride']",,[],workshop,2026-10-03T22:51:08.461000,1000,0,upcoming
E0116,Night of Shanika Madumali,['A0043'],['dance'],"['tango', 'cha_cha', 'bharatanatyam']",['sinhala'],ampara,Kelaniya Raja Maha Vihara,['traditional'],"['thriller_tension', 'uplifting']",,[],workshop,2026-10-23T22:51:08.461012,100,1500,upcoming
E0117,Celebration of Lasith Dissanayake,"['A0068', 'A0042']","['drama', 'dance']","['immersive_theatre', 'family_drama', 'romance_series', 'uddekki', 'ves_dance']",['sinhala'],gampaha,Colombo University Arts Theatre,"['contemporary', 'traditional', 'fusion']","['rhythmic', 'serious', 'cultural_pride']",,[],ritual_ceremony,2026-08-24T22:51:08.461026,2000,0,upcoming
E0118,Celebration of Nadeesha Jayawardena,['A0086'],['drama'],['crime_series'],['sinhala'],puttalam,Royal College Main Hall,['contemporary'],['meditative'],,[],festival,2026-09-25T22:51:08.461037,50,0,upcoming
E0119,Night of Sachini Sivarajah,"['A0045', 'A0008']",['music'],"['traditional_baila', 'sinhala_rap', 'film_songs', 'party_baila', 'drill']","['english', 'sinhala']",anuradhapura,University of Peradeniya Open Air Theatre,['contemporary'],"['rebel', 'urban_street', 'party']",,[],exhibition,2026-05-18T22:51:08.461053,200,1500,upcoming
E0120,Celebration of Ruwan Rathnayake,['A0049'],['music'],"['ballads', 'acoustic_pop']","['english', 'sinhala']",kegalle,Jaffna Public Library Hall,['contemporary'],"['spiritual', 'reflective', 'suspenseful']",,[],festival,2026-06-09T22:51:08.461065,200,1000,upcoming
E0121,Night of Kavitha Weerasinghe,"['A0034', 'A0052']",['film'],"['colonial_era', 'romantic_drama', 'biographical', 'avant_garde', 'romantic_comedy', 'low_budget_indie']","['tamil', 'sinhala']",jaffna,Gangaramaya Temple Grounds,"['contemporary', 'fusion']","['rebel', 'urban_street', 'energetic']",,[],workshop,2026-08-14T22:51:08.461079,500,1000,upcoming
E0122,Evening with Dilini Silva,['A0022'],['music'],['folk_fusion'],['english'],kandy,Independence Square,"['contemporary', 'fusion']",['ritualistic'],,[],exhibition,2026-05-20T22:51:08.461090,100,0,upcoming
E0123,Celebration of Nimesh Jayawardena,['A0061'],['dance'],['ceremonial_dances'],['english'],polonnaruwa,Diyatha Uyana,['contemporary'],['energetic'],,[],performance,2026-06-28T22:51:08.461101,200,1500,upcoming
E0124,Night of Hiruni Wijesinghe,"['A0018', 'A0098']","['film', 'drama']","['physical_theatre', 'hindu_mythology', 'immersive_theatre', 'avant_garde']","['english', 'sinhala']",negombo,Galle Face Green,"['contemporary', 'fusion']","['dramatic', 'suspense', 'dramatic_ballad']",,[],ritual_ceremony,2026-09-20T22:51:08.461114,2000,500,upcoming
E0125,Live Angelo Jayawardena,"['A0058', 'A0049']","['film', 'music']","['comedy_commercial', 'ballads', 'romantic_commercial', 'acoustic_pop']","['english', 'sinhala']",ambalangoda,Waters Edge,['contemporary'],"['spiritual', 'reflective', 'emotional']",,[],concert,2026-05-12T22:51:08.461129,200,0,upcoming
E0126,Celebration of Dilshan Fernando,['A0005'],['dance'],['naiyandi'],['sinhala'],kandy,Galle Face Green,['traditional'],"['peaceful', 'heartbreak']",,[],festival,2026-07-29T22:51:08.461141,50,1000,upcoming
E0127,Poson - Kavinda Liyanage,"['A0026', 'A0041']","['dance', 'music']","['ballads', 'pantheru', 'sad_songs', 'party_baila', 'modern_baila', 'ves_dance']",['sinhala'],matale,Galle Fort Gateway,"['contemporary', 'traditional']","['emotional', 'energetic', 'celebratory']",poson,['poson'],performance,2026-08-31T22:51:08.461155,2000,0,upcoming
E0128,Live Sashika Nisansala,['A0020'],['film'],"['romantic_comedy', 'romantic_drama']",['english'],ambalangoda,Lumbini Theatre (Havelock Town),['contemporary'],"['emotional', 'romantic']",,[],concert,2026-05-14T22:51:08.461166,1000,2000,upcoming
E0129,Esala Perahera - Lakshman Gunasekara,['A0044'],['drama'],['sokari'],['sinhala'],badulla,Galle International Cricket Stadium,['traditional'],['festive'],esala_perahera,['esala_perahera'],exhibition,2026-10-04T22:51:08.461179,100,0,upcoming
E0130,Live Thisara Bandara,['A0078'],['dance'],['tango'],['sinhala'],kandy,Ladies' College Auditorium,['contemporary'],"['angry', 'political_intensity']",,[],festival,2026-09-01T22:51:08.461190,50,0,upcoming
E0131,Evening with Nadeesha Jayawardena,['A0086'],['drama'],['crime_series'],['sinhala'],puttalam,BMICH (Bandaranaike Memorial International Conference Hall),['contemporary'],['meditative'],,[],concert,2026-08-17T22:51:08.461201,50,0,upcoming
E0132,Evening with Dilshan Nadarajah,['A0090'],['film'],"['police_procedural', 'detective']",['english'],anuradhapura,Cinnamon Lakeside Ballroom,['contemporary'],"['thriller_tension', 'patriotic']",,[],festival,2026-10-19T22:51:08.461212,2000,1000,upcoming
E0133,Night of Dharmadasa Walpola,"['A0039', 'A0042']","['dance', 'music']","['uddekki', 'ves_dance', 'sad_songs']","['tamil', 'sinhala']",trincomalee,Galle Fort Gateway,"['contemporary', 'traditional']","['rhythmic', 'serious', 'cultural_pride']",,[],competition,2026-09-24T22:51:08.461225,50,1500,upcoming
E0134,Evening with Kamala Jayasuriya,['A0089'],['film'],"['ancient_sri_lanka', 'colonial_era']",['tamil'],kilinochchi,Colombo University Arts Theatre,['contemporary'],"['satirical', 'emotional']",,[],concert,2026-09-04T22:51:08.461236,200,3000,upcoming
E0135,Night of Neela Wickremasinghe,['A0028'],['dance'],"['naiyandi', 'pantheru', 'bharatanatyam']",['sinhala'],matale,University of Peradeniya Open Air Theatre,['traditional'],"['satirical', 'dramatic_ballad']",,[],ritual_ceremony,2026-07-16T22:51:08.461248,200,1500,upcoming
E0136,Celebration of Roshan Fernando,"['A0085', 'A0042']","['drama', 'dance']","['social_drama', 'nadagam', 'uddekki', 'ves_dance', 'sokari']",['sinhala'],batticaloa,Royal College Main Hall,['traditional'],"['rhythmic', 'psychological', 'cultural_pride']",,[],workshop,2026-05-27T22:51:08.461261,500,0,upcoming
E0137,Live Amila De Silva,['A0021'],['dance'],"['ritual_based', 'drum_centered', 'ves_dance']",['sinhala'],nuwara_eliya,Regal Theatre (Colombo),['traditional'],['meditative'],,[],ritual_ceremony,2026-10-05T22:51:08.461273,100,2000,upcoming
E0138,Celebration of Ruwan Kumar,['A0091'],['dance'],"['theatrical_dance', 'harvest_dances', 'village_festival_dances']",['sinhala'],jaffna,Galle Face Green,['contemporary'],"['danceable', 'joyful', 'psychological']",,[],exhibition,2026-09-30T22:51:08.461285,2000,0,upcoming
E0139,Esala Perahera - Madhavi Pathirana,['A0051'],['music'],"['harvest_songs', 'sinhala_classical', 'virindu']",['sinhala'],ratnapura,Mount Lavinia Hotel Ballroom,['traditional'],"['political_awareness', 'social_critique', 'uplifting']",esala_perahera,['esala_perahera'],workshop,2026-09-28T22:51:08.461296,100,500,upcoming
E0140,Celebration of Shanika Madumali,['A0043'],['dance'],"['tango', 'cha_cha', 'bharatanatyam']",['sinhala'],ampara,Anuradhapura Cultural Centre,['traditional'],"['thriller_tension', 'uplifting']",,[],ritual_ceremony,2026-08-29T22:51:08.461308,500,2000,upcoming
E0141,Evening with Angeline Gunathilaka,['A0030'],['dance'],"['ceremonial_dances', 'wedding_dances']",['english'],panadura,Jaffna Public Library Hall,['contemporary'],"['tense', 'spiritual', 'ceremonial']",,[],competition,2026-10-29T22:51:08.461319,50,3000,upcoming
E0142,Night of Saman Rajapaksa,['A0076'],['drama'],"['political_theatre', 'stage_musicals', 'literary_adaptation', 'opera']",['english'],kandy,Colombo University Arts Theatre,['contemporary'],['joyful'],,[],exhibition,2026-09-30T22:51:08.461331,50,1500,upcoming
E0143,Poson - Madhavi Pathirana,['A0051'],['music'],"['harvest_songs', 'sinhala_classical', 'virindu']",['sinhala'],ratnapura,Colombo Hilton Grand Ballroom,['traditional'],"['political_awareness', 'social_critique', 'uplifting']",poson,['poson'],festival,2026-08-02T22:51:08.461343,500,1000,upcoming
E0144,Night of Sachini Kumara,"['A0011', 'A0027']","['dance', 'music']","['wedding_dances', 'locking', 'modern_baila']","['english', 'sinhala']",nuwara_eliya,Viharamahadevi Park Open Air Theatre,['contemporary'],"['devotional', 'party', 'energetic']",,[],festival,2026-10-20T22:51:08.461358,50,0,upcoming
E0145,Celebration of Premasiri Khemadasa,['A0037'],['drama'],['literary_adaptation'],['tamil'],kilinochchi,Temple Trees Grounds,['contemporary'],"['celebratory', 'melancholic']",,[],festival,2026-06-30T22:51:08.461370,100,1000,upcoming
E0146,Live Nadeesha Jayawardena,['A0086'],['drama'],['crime_series'],['sinhala'],puttalam,Navarangahala (Borella),['contemporary'],['meditative'],,[],workshop,2026-08-07T22:51:08.461381,50,2000,upcoming
E0147,Poson - Dilshan Liyanage,"['A0065', 'A0051']","['dance', 'music']","['harvest_songs', 'sinhala_classical', 'tango', 'uddekki', 'virindu']",['sinhala'],kandy,Viharamahadevi Park Open Air Theatre,['traditional'],"['tragic', 'political_awareness', 'social_critique']",poson,['poson'],ritual_ceremony,2026-09-28T22:51:08.461394,50,0,upcoming
E0148,Evening with Sachini Sivarajah,"['A0045', 'A0014']",['music'],"['film_songs', 'sinhala_rap', 'drill']","['english', 'sinhala']",anuradhapura,Regal Theatre (Colombo),['contemporary'],"['rebel', 'energetic', 'urban_street']",,[],ritual_ceremony,2026-05-18T22:51:08.461407,100,1500,upcoming
E0149,Night of Ruwan Kumar,"['A0091', 'A0048']","['drama', 'dance']","['stage_musicals', 'theatrical_dance', 'harvest_dances', 'village_festival_dances', 'opera']","['tamil', 'sinhala']",jaffna,Cinnamon Grand Ballroom,['contemporary'],"['danceable', 'joyful', 'psychological']",,[],workshop,2026-08-30T22:51:08.461420,1000,500,upcoming
